Shift LUT?,Intercept SE,Slope SE,Ex LUT Interpolation,Em LUT Interpolation,Ex LUT Split,Em LUT Split,Constant Diode,Start of Correction Region,0.04 mM,0.43 mM,4.3 mM
True,plus,plus,quadratic,cubic,odd,even,False,370,1.10488356355,1.28444354543,1.30585904162
True,plus,plus,quadratic,cubic,odd,even,True,370,1.10400575694,1.28225565247,1.30480981016
True,plus,plus,quadratic,cubic,odd,odd,False,370,1.10070483528,1.27929732241,1.3003961812
True,plus,plus,quadratic,cubic,odd,odd,True,370,1.0998346551,1.27712638755,1.2993495354
True,plus,plus,cubic,linear,none,none,False,370,1.10273113146,1.28173303025,1.30322706598
True,plus,plus,cubic,linear,none,none,True,370,1.1018563455,1.27955104419,1.30217688904
True,plus,plus,cubic,linear,none,even,False,370,1.10553536612,1.28515793075,1.30664360468
True,plus,plus,cubic,linear,none,even,True,370,1.10465875165,1.28296918579,1.3056005254
True,plus,plus,cubic,linear,none,odd,False,370,1.10009129471,1.27863436062,1.29974090496
True,plus,plus,cubic,linear,none,odd,True,370,1.09922234276,1.27646278499,1.29869835369
True,plus,plus,cubic,linear,even,none,False,370,1.10273113146,1.28173303025,1.30322706598
True,plus,plus,cubic,linear,even,none,True,370,1.1018563455,1.27955104419,1.30217688904
True,plus,plus,cubic,linear,even,even,False,370,1.10553536612,1.28515793075,1.30664360468
True,plus,plus,cubic,linear,even,even,True,370,1.10465875165,1.28296918579,1.3056005254
True,plus,plus,cubic,linear,even,odd,False,370,1.10009129471,1.27863436062,1.29974090496
True,plus,plus,cubic,linear,even,odd,True,370,1.09922234276,1.27646278499,1.29869835369
True,plus,plus,cubic,linear,odd,none,False,370,1.10273113146,1.28173303025,1.30322706598
True,plus,plus,cubic,linear,odd,none,True,370,1.1018563455,1.27955104419,1.30217688904
True,plus,plus,cubic,linear,odd,even,False,370,1.10553536612,1.28515793075,1.30664360468
True,plus,plus,cubic,linear,odd,even,True,370,1.10465875165,1.28296918579,1.3056005254
True,plus,plus,cubic,linear,odd,odd,False,370,1.10009129471,1.27863436062,1.29974090496
True,plus,plus,cubic,linear,odd,odd,True,370,1.09922234276,1.27646278499,1.29869835369
True,plus,plus,cubic,slinear,none,none,False,370,1.10273113146,1.28173303025,1.30322706598
True,plus,plus,cubic,slinear,none,none,True,370,1.1018563455,1.27955104419,1.30217688904
True,plus,plus,cubic,slinear,none,even,False,370,1.10553536612,1.28515793075,1.30664360468
True,plus,plus,cubic,slinear,none,even,True,370,1.10465875165,1.28296918579,1.3056005254
True,plus,plus,cubic,slinear,none,odd,False,370,1.10009129471,1.27863436062,1.29974090496
True,plus,plus,cubic,slinear,none,odd,True,370,1.09922234276,1.27646278499,1.29869835369
True,plus,plus,cubic,slinear,even,none,False,370,1.10273113146,1.28173303025,1.30322706598
True,plus,plus,cubic,slinear,even,none,True,370,1.1018563455,1.27955104419,1.30217688904
True,plus,plus,cubic,slinear,even,even,False,370,1.10553536612,1.28515793075,1.30664360468
True,plus,plus,cubic,slinear,even,even,True,370,1.10465875165,1.28296918579,1.3056005254
True,plus,plus,cubic,slinear,even,odd,False,370,1.10009129471,1.27863436062,1.29974090496
True,plus,plus,cubic,slinear,even,odd,True,370,1.09922234276,1.27646278499,1.29869835369
True,plus,plus,cubic,slinear,odd,none,False,370,1.10273113146,1.28173303025,1.30322706598
True,plus,plus,cubic,slinear,odd,none,True,370,1.1018563455,1.27955104419,1.30217688904
True,plus,plus,cubic,slinear,odd,even,False,370,1.10553536612,1.28515793075,1.30664360468
True,plus,plus,cubic,slinear,odd,even,True,370,1.10465875165,1.28296918579,1.3056005254
True,plus,plus,cubic,slinear,odd,odd,False,370,1.10009129471,1.27863436062,1.29974090496
True,plus,plus,cubic,slinear,odd,odd,True,370,1.09922234276,1.27646278499,1.29869835369
True,plus,plus,cubic,quadratic,none,none,False,370,1.10268253964,1.28165125332,1.30314950146
True,plus,plus,cubic,quadratic,none,none,True,370,1.10180639301,1.27946925042,1.30209939137
True,plus,plus,cubic,quadratic,none,even,False,370,1.10491295347,1.28447048935,1.30589680705
True,plus,plus,cubic,quadratic,none,even,True,370,1.10403525636,1.2822825021,1.30484804497
True,plus,plus,cubic,quadratic,none,odd,False,370,1.10064610332,1.27922247039,1.30032988084
True,plus,plus,cubic,quadratic,none,odd,True,370,1.0997758236,1.27705158527,1.2992839014
True,plus,plus,cubic,quadratic,even,none,False,370,1.10268253964,1.28165125332,1.30314950146
True,plus,plus,cubic,quadratic,even,none,True,370,1.10180639301,1.27946925042,1.30209939137
True,plus,plus,cubic,quadratic,even,even,False,370,1.10491295347,1.28447048935,1.30589680705
True,plus,plus,cubic,quadratic,even,even,True,370,1.10403525636,1.2822825021,1.30484804497
True,plus,plus,cubic,quadratic,even,odd,False,370,1.10064610332,1.27922247039,1.30032988084
True,plus,plus,cubic,quadratic,even,odd,True,370,1.0997758236,1.27705158527,1.2992839014
True,plus,plus,cubic,quadratic,odd,none,False,370,1.10268253964,1.28165125332,1.30314950146
True,plus,plus,cubic,quadratic,odd,none,True,370,1.10180639301,1.27946925042,1.30209939137
True,plus,plus,cubic,quadratic,odd,even,False,370,1.10491295347,1.28447048935,1.30589680705
True,plus,plus,cubic,quadratic,odd,even,True,370,1.10403525636,1.2822825021,1.30484804497
True,plus,plus,cubic,quadratic,odd,odd,False,370,1.10064610332,1.27922247039,1.30032988084
True,plus,plus,cubic,quadratic,odd,odd,True,370,1.0997758236,1.27705158527,1.2992839014
True,plus,plus,cubic,cubic,none,none,False,370,1.10268862856,1.28164803955,1.30314417414
True,plus,plus,cubic,cubic,none,none,True,370,1.10181198188,1.27946592284,1.30209430717
True,plus,plus,cubic,cubic,none,even,False,370,1.10488356355,1.28444354543,1.30585904162
True,plus,plus,cubic,cubic,none,even,True,370,1.10400575694,1.28225565247,1.30480981016
True,plus,plus,cubic,cubic,none,odd,False,370,1.10070483528,1.27929732241,1.3003961812
True,plus,plus,cubic,cubic,none,odd,True,370,1.0998346551,1.27712638755,1.2993495354
True,plus,plus,cubic,cubic,even,none,False,370,1.10268862856,1.28164803955,1.30314417414
True,plus,plus,cubic,cubic,even,none,True,370,1.10181198188,1.27946592284,1.30209430717
True,plus,plus,cubic,cubic,even,even,False,370,1.10488356355,1.28444354543,1.30585904162
True,plus,plus,cubic,cubic,even,even,True,370,1.10400575694,1.28225565247,1.30480981016
True,plus,plus,cubic,cubic,even,odd,False,370,1.10070483528,1.27929732241,1.3003961812
True,plus,plus,cubic,cubic,even,odd,True,370,1.0998346551,1.27712638755,1.2993495354
True,plus,plus,cubic,cubic,odd,none,False,370,1.10268862856,1.28164803955,1.30314417414
True,plus,plus,cubic,cubic,odd,none,True,370,1.10181198188,1.27946592284,1.30209430717
True,plus,plus,cubic,cubic,odd,even,False,370,1.10488356355,1.28444354543,1.30585904162
True,plus,plus,cubic,cubic,odd,even,True,370,1.10400575694,1.28225565247,1.30480981016
True,plus,plus,cubic,cubic,odd,odd,False,370,1.10070483528,1.27929732241,1.3003961812
True,plus,plus,cubic,cubic,odd,odd,True,370,1.0998346551,1.27712638755,1.2993495354
True,plus,plus,linear,linear,none,none,False,370,1.10273113146,1.28173303025,1.30322706598
True,plus,plus,linear,linear,none,none,True,370,1.1018563455,1.27955104419,1.30217688904
True,plus,plus,linear,linear,none,even,False,370,1.10553536612,1.28515793075,1.30664360468
True,plus,plus,linear,linear,none,even,True,370,1.10465875165,1.28296918579,1.3056005254
True,plus,plus,linear,linear,none,odd,False,370,1.10009129471,1.27863436062,1.29974090496
True,plus,plus,linear,linear,none,odd,True,370,1.09922234276,1.27646278499,1.29869835369
True,plus,plus,linear,linear,even,none,False,370,1.10273113146,1.28173303025,1.30322706598
True,plus,plus,linear,linear,even,none,True,370,1.1018563455,1.27955104419,1.30217688904
True,plus,plus,linear,linear,even,even,False,370,1.10553536612,1.28515793075,1.30664360468
True,plus,plus,linear,linear,even,even,True,370,1.10465875165,1.28296918579,1.3056005254
True,plus,plus,linear,linear,even,odd,False,370,1.10009129471,1.27863436062,1.29974090496
True,plus,plus,linear,linear,even,odd,True,370,1.09922234276,1.27646278499,1.29869835369
True,plus,plus,linear,linear,odd,none,False,370,1.10273113146,1.28173303025,1.30322706598
True,plus,plus,linear,linear,odd,none,True,370,1.1018563455,1.27955104419,1.30217688904
True,plus,plus,linear,linear,odd,even,False,370,1.10553536612,1.28515793075,1.30664360468
True,plus,plus,linear,linear,odd,even,True,370,1.10465875165,1.28296918579,1.3056005254
True,plus,plus,linear,linear,odd,odd,False,370,1.10009129471,1.27863436062,1.29974090496
True,plus,plus,linear,linear,odd,odd,True,370,1.09922234276,1.27646278499,1.29869835369
True,plus,plus,linear,slinear,none,none,False,370,1.10273113146,1.28173303025,1.30322706598
True,plus,plus,linear,slinear,none,none,True,370,1.1018563455,1.27955104419,1.30217688904
True,plus,plus,linear,slinear,none,even,False,370,1.10553536612,1.28515793075,1.30664360468
True,plus,plus,linear,slinear,none,even,True,370,1.10465875165,1.28296918579,1.3056005254
True,plus,plus,linear,slinear,none,odd,False,370,1.10009129471,1.27863436062,1.29974090496
True,plus,plus,linear,slinear,none,odd,True,370,1.09922234276,1.27646278499,1.29869835369
True,plus,plus,linear,slinear,even,none,False,370,1.10273113146,1.28173303025,1.30322706598
True,plus,plus,linear,slinear,even,none,True,370,1.1018563455,1.27955104419,1.30217688904
True,plus,plus,linear,slinear,even,even,False,370,1.10553536612,1.28515793075,1.30664360468
True,plus,plus,linear,slinear,even,even,True,370,1.10465875165,1.28296918579,1.3056005254
True,plus,plus,linear,slinear,even,odd,False,370,1.10009129471,1.27863436062,1.29974090496
True,plus,plus,linear,slinear,even,odd,True,370,1.09922234276,1.27646278499,1.29869835369
True,plus,plus,linear,slinear,odd,none,False,370,1.10273113146,1.28173303025,1.30322706598
True,plus,plus,linear,slinear,odd,none,True,370,1.1018563455,1.27955104419,1.30217688904
True,plus,plus,linear,slinear,odd,even,False,370,1.10553536612,1.28515793075,1.30664360468
True,plus,plus,linear,slinear,odd,even,True,370,1.10465875165,1.28296918579,1.3056005254
True,plus,plus,linear,slinear,odd,odd,False,370,1.10009129471,1.27863436062,1.29974090496
True,plus,plus,linear,slinear,odd,odd,True,370,1.09922234276,1.27646278499,1.29869835369
True,plus,plus,linear,quadratic,none,none,False,370,1.10268253964,1.28165125332,1.30314950146
True,plus,plus,linear,quadratic,none,none,True,370,1.10180639301,1.27946925042,1.30209939137
True,plus,plus,linear,quadratic,none,even,False,370,1.10491295347,1.28447048935,1.30589680705
True,plus,plus,linear,quadratic,none,even,True,370,1.10403525636,1.2822825021,1.30484804497
True,plus,plus,linear,quadratic,none,odd,False,370,1.10064610332,1.27922247039,1.30032988084
True,plus,plus,linear,quadratic,none,odd,True,370,1.0997758236,1.27705158527,1.2992839014
True,plus,plus,linear,quadratic,even,none,False,370,1.10268253964,1.28165125332,1.30314950146
True,plus,plus,linear,quadratic,even,none,True,370,1.10180639301,1.27946925042,1.30209939137
True,plus,plus,linear,quadratic,even,even,False,370,1.10491295347,1.28447048935,1.30589680705
True,plus,plus,linear,quadratic,even,even,True,370,1.10403525636,1.2822825021,1.30484804497
True,plus,plus,linear,quadratic,even,odd,False,370,1.10064610332,1.27922247039,1.30032988084
True,plus,plus,linear,quadratic,even,odd,True,370,1.0997758236,1.27705158527,1.2992839014
True,plus,plus,linear,quadratic,odd,none,False,370,1.10268253964,1.28165125332,1.30314950146
True,plus,plus,linear,quadratic,odd,none,True,370,1.10180639301,1.27946925042,1.30209939137
True,plus,plus,linear,quadratic,odd,even,False,370,1.10491295347,1.28447048935,1.30589680705
True,plus,plus,linear,quadratic,odd,even,True,370,1.10403525636,1.2822825021,1.30484804497
True,plus,plus,linear,quadratic,odd,odd,False,370,1.10064610332,1.27922247039,1.30032988084
True,plus,plus,linear,quadratic,odd,odd,True,370,1.0997758236,1.27705158527,1.2992839014
True,plus,plus,linear,cubic,none,none,False,370,1.10268862856,1.28164803955,1.30314417414
True,plus,plus,linear,cubic,none,none,True,370,1.10181198188,1.27946592284,1.30209430717
True,plus,plus,linear,cubic,none,even,False,370,1.10488356355,1.28444354543,1.30585904162
True,plus,plus,linear,cubic,none,even,True,370,1.10400575694,1.28225565247,1.30480981016
True,plus,plus,linear,cubic,none,odd,False,370,1.10070483528,1.27929732241,1.3003961812
True,plus,plus,linear,cubic,none,odd,True,370,1.0998346551,1.27712638755,1.2993495354
True,plus,plus,linear,cubic,even,none,False,370,1.10268862856,1.28164803955,1.30314417414
True,plus,plus,linear,cubic,even,none,True,370,1.10181198188,1.27946592284,1.30209430717
True,plus,plus,linear,cubic,even,even,False,370,1.10488356355,1.28444354543,1.30585904162
True,plus,plus,linear,cubic,even,even,True,370,1.10400575694,1.28225565247,1.30480981016
True,plus,plus,linear,cubic,even,odd,False,370,1.10070483528,1.27929732241,1.3003961812
True,plus,plus,linear,cubic,even,odd,True,370,1.0998346551,1.27712638755,1.2993495354
True,plus,plus,linear,cubic,odd,none,False,370,1.10268862856,1.28164803955,1.30314417414
True,plus,plus,linear,cubic,odd,none,True,370,1.10181198188,1.27946592284,1.30209430717
True,plus,plus,linear,cubic,odd,even,False,370,1.10488356355,1.28444354543,1.30585904162
True,plus,plus,linear,cubic,odd,even,True,370,1.10400575694,1.28225565247,1.30480981016
True,plus,plus,linear,cubic,odd,odd,False,370,1.10070483528,1.27929732241,1.3003961812
True,plus,plus,linear,cubic,odd,odd,True,370,1.0998346551,1.27712638755,1.2993495354
True,plus,plus,slinear,linear,none,none,False,370,1.10273113146,1.28173303025,1.30322706598
True,plus,plus,slinear,linear,none,none,True,370,1.1018563455,1.27955104419,1.30217688904
True,plus,plus,slinear,linear,none,even,False,370,1.10553536612,1.28515793075,1.30664360468
True,plus,plus,slinear,linear,none,even,True,370,1.10465875165,1.28296918579,1.3056005254
True,plus,plus,slinear,linear,none,odd,False,370,1.10009129471,1.27863436062,1.29974090496
True,plus,plus,slinear,linear,none,odd,True,370,1.09922234276,1.27646278499,1.29869835369
True,plus,plus,slinear,linear,even,none,False,370,1.10273113146,1.28173303025,1.30322706598
True,plus,plus,slinear,linear,even,none,True,370,1.1018563455,1.27955104419,1.30217688904
True,plus,plus,slinear,linear,even,even,False,370,1.10553536612,1.28515793075,1.30664360468
True,plus,plus,slinear,linear,even,even,True,370,1.10465875165,1.28296918579,1.3056005254
True,plus,plus,slinear,linear,even,odd,False,370,1.10009129471,1.27863436062,1.29974090496
True,plus,plus,slinear,linear,even,odd,True,370,1.09922234276,1.27646278499,1.29869835369
True,plus,plus,slinear,linear,odd,none,False,370,1.10273113146,1.28173303025,1.30322706598
True,plus,plus,slinear,linear,odd,none,True,370,1.1018563455,1.27955104419,1.30217688904
True,plus,plus,slinear,linear,odd,even,False,370,1.10553536612,1.28515793075,1.30664360468
True,plus,plus,slinear,linear,odd,even,True,370,1.10465875165,1.28296918579,1.3056005254
True,plus,plus,slinear,linear,odd,odd,False,370,1.10009129471,1.27863436062,1.29974090496
True,plus,plus,slinear,linear,odd,odd,True,370,1.09922234276,1.27646278499,1.29869835369
True,plus,plus,slinear,slinear,none,none,False,370,1.10273113146,1.28173303025,1.30322706598
True,plus,plus,slinear,slinear,none,none,True,370,1.1018563455,1.27955104419,1.30217688904
True,plus,plus,slinear,slinear,none,even,False,370,1.10553536612,1.28515793075,1.30664360468
True,plus,plus,slinear,slinear,none,even,True,370,1.10465875165,1.28296918579,1.3056005254
True,plus,plus,slinear,slinear,none,odd,False,370,1.10009129471,1.27863436062,1.29974090496
True,plus,plus,slinear,slinear,none,odd,True,370,1.09922234276,1.27646278499,1.29869835369
True,plus,plus,slinear,slinear,even,none,False,370,1.10273113146,1.28173303025,1.30322706598
True,plus,plus,slinear,slinear,even,none,True,370,1.1018563455,1.27955104419,1.30217688904
True,plus,plus,slinear,slinear,even,even,False,370,1.10553536612,1.28515793075,1.30664360468
True,plus,plus,slinear,slinear,even,even,True,370,1.10465875165,1.28296918579,1.3056005254
True,plus,plus,slinear,slinear,even,odd,False,370,1.10009129471,1.27863436062,1.29974090496
True,plus,plus,slinear,slinear,even,odd,True,370,1.09922234276,1.27646278499,1.29869835369
True,plus,plus,slinear,slinear,odd,none,False,370,1.10273113146,1.28173303025,1.30322706598
True,plus,plus,slinear,slinear,odd,none,True,370,1.1018563455,1.27955104419,1.30217688904
True,plus,plus,slinear,slinear,odd,even,False,370,1.10553536612,1.28515793075,1.30664360468
True,plus,plus,slinear,slinear,odd,even,True,370,1.10465875165,1.28296918579,1.3056005254
True,plus,plus,slinear,slinear,odd,odd,False,370,1.10009129471,1.27863436062,1.29974090496
True,plus,plus,slinear,slinear,odd,odd,True,370,1.09922234276,1.27646278499,1.29869835369
True,plus,plus,slinear,quadratic,none,none,False,370,1.10268253964,1.28165125332,1.30314950146
True,plus,plus,slinear,quadratic,none,none,True,370,1.10180639301,1.27946925042,1.30209939137
True,plus,plus,slinear,quadratic,none,even,False,370,1.10491295347,1.28447048935,1.30589680705
True,plus,plus,slinear,quadratic,none,even,True,370,1.10403525636,1.2822825021,1.30484804497
True,plus,plus,slinear,quadratic,none,odd,False,370,1.10064610332,1.27922247039,1.30032988084
True,plus,plus,slinear,quadratic,none,odd,True,370,1.0997758236,1.27705158527,1.2992839014
True,plus,plus,slinear,quadratic,even,none,False,370,1.10268253964,1.28165125332,1.30314950146
True,plus,plus,slinear,quadratic,even,none,True,370,1.10180639301,1.27946925042,1.30209939137
True,plus,plus,slinear,quadratic,even,even,False,370,1.10491295347,1.28447048935,1.30589680705
True,plus,plus,slinear,quadratic,even,even,True,370,1.10403525636,1.2822825021,1.30484804497
True,plus,plus,slinear,quadratic,even,odd,False,370,1.10064610332,1.27922247039,1.30032988084
True,plus,plus,slinear,quadratic,even,odd,True,370,1.0997758236,1.27705158527,1.2992839014
True,plus,plus,slinear,quadratic,odd,none,False,370,1.10268253964,1.28165125332,1.30314950146
True,plus,plus,slinear,quadratic,odd,none,True,370,1.10180639301,1.27946925042,1.30209939137
True,plus,plus,slinear,quadratic,odd,even,False,370,1.10491295347,1.28447048935,1.30589680705
True,plus,plus,slinear,quadratic,odd,even,True,370,1.10403525636,1.2822825021,1.30484804497
True,plus,plus,slinear,quadratic,odd,odd,False,370,1.10064610332,1.27922247039,1.30032988084
True,plus,plus,slinear,quadratic,odd,odd,True,370,1.0997758236,1.27705158527,1.2992839014
True,plus,plus,slinear,cubic,none,none,False,370,1.10268862856,1.28164803955,1.30314417414
True,plus,plus,slinear,cubic,none,none,True,370,1.10181198188,1.27946592284,1.30209430717
True,plus,plus,slinear,cubic,none,even,False,370,1.10488356355,1.28444354543,1.30585904162
True,plus,plus,slinear,cubic,none,even,True,370,1.10400575694,1.28225565247,1.30480981016
True,plus,plus,slinear,cubic,none,odd,False,370,1.10070483528,1.27929732241,1.3003961812
True,plus,plus,slinear,cubic,none,odd,True,370,1.0998346551,1.27712638755,1.2993495354
True,plus,plus,slinear,cubic,even,none,False,370,1.10268862856,1.28164803955,1.30314417414
True,plus,plus,slinear,cubic,even,none,True,370,1.10181198188,1.27946592284,1.30209430717
True,plus,plus,slinear,cubic,even,even,False,370,1.10488356355,1.28444354543,1.30585904162
True,plus,plus,slinear,cubic,even,even,True,370,1.10400575694,1.28225565247,1.30480981016
True,plus,plus,slinear,cubic,even,odd,False,370,1.10070483528,1.27929732241,1.3003961812
True,plus,plus,slinear,cubic,even,odd,True,370,1.0998346551,1.27712638755,1.2993495354
True,plus,plus,slinear,cubic,odd,none,False,370,1.10268862856,1.28164803955,1.30314417414
True,plus,plus,slinear,cubic,odd,none,True,370,1.10181198188,1.27946592284,1.30209430717
True,plus,plus,slinear,cubic,odd,even,False,370,1.10488356355,1.28444354543,1.30585904162
True,plus,plus,slinear,cubic,odd,even,True,370,1.10400575694,1.28225565247,1.30480981016
True,plus,plus,slinear,cubic,odd,odd,False,370,1.10070483528,1.27929732241,1.3003961812
True,plus,plus,slinear,cubic,odd,odd,True,370,1.0998346551,1.27712638755,1.2993495354
True,plus,plus,quadratic,linear,none,none,False,370,1.10273113146,1.28173303025,1.30322706598
True,plus,plus,quadratic,linear,none,none,True,370,1.1018563455,1.27955104419,1.30217688904
True,plus,plus,quadratic,linear,none,even,False,370,1.10553536612,1.28515793075,1.30664360468
True,plus,plus,quadratic,linear,none,even,True,370,1.10465875165,1.28296918579,1.3056005254
True,plus,plus,quadratic,linear,none,odd,False,370,1.10009129471,1.27863436062,1.29974090496
True,plus,plus,quadratic,linear,none,odd,True,370,1.09922234276,1.27646278499,1.29869835369
True,plus,plus,quadratic,linear,even,none,False,370,1.10273113146,1.28173303025,1.30322706598
True,plus,plus,quadratic,linear,even,none,True,370,1.1018563455,1.27955104419,1.30217688904
True,plus,plus,quadratic,linear,even,even,False,370,1.10553536612,1.28515793075,1.30664360468
True,plus,plus,quadratic,linear,even,even,True,370,1.10465875165,1.28296918579,1.3056005254
True,plus,plus,quadratic,linear,even,odd,False,370,1.10009129471,1.27863436062,1.29974090496
True,plus,plus,quadratic,linear,even,odd,True,370,1.09922234276,1.27646278499,1.29869835369
True,plus,plus,quadratic,linear,odd,none,False,370,1.10273113146,1.28173303025,1.30322706598
True,plus,plus,quadratic,linear,odd,none,True,370,1.1018563455,1.27955104419,1.30217688904
True,plus,plus,quadratic,linear,odd,even,False,370,1.10553536612,1.28515793075,1.30664360468
True,plus,plus,quadratic,linear,odd,even,True,370,1.10465875165,1.28296918579,1.3056005254
True,plus,plus,quadratic,linear,odd,odd,False,370,1.10009129471,1.27863436062,1.29974090496
True,plus,plus,quadratic,linear,odd,odd,True,370,1.09922234276,1.27646278499,1.29869835369
True,plus,plus,quadratic,slinear,none,none,False,370,1.10273113146,1.28173303025,1.30322706598
True,plus,plus,quadratic,slinear,none,none,True,370,1.1018563455,1.27955104419,1.30217688904
True,plus,plus,quadratic,slinear,none,even,False,370,1.10553536612,1.28515793075,1.30664360468
True,plus,plus,quadratic,slinear,none,even,True,370,1.10465875165,1.28296918579,1.3056005254
True,plus,plus,quadratic,slinear,none,odd,False,370,1.10009129471,1.27863436062,1.29974090496
True,plus,plus,quadratic,slinear,none,odd,True,370,1.09922234276,1.27646278499,1.29869835369
True,plus,plus,quadratic,slinear,even,none,False,370,1.10273113146,1.28173303025,1.30322706598
True,plus,plus,quadratic,slinear,even,none,True,370,1.1018563455,1.27955104419,1.30217688904
True,plus,plus,quadratic,slinear,even,even,False,370,1.10553536612,1.28515793075,1.30664360468
True,plus,plus,quadratic,slinear,even,even,True,370,1.10465875165,1.28296918579,1.3056005254
True,plus,plus,quadratic,slinear,even,odd,False,370,1.10009129471,1.27863436062,1.29974090496
True,plus,plus,quadratic,slinear,even,odd,True,370,1.09922234276,1.27646278499,1.29869835369
True,plus,plus,quadratic,slinear,odd,none,False,370,1.10273113146,1.28173303025,1.30322706598
True,plus,plus,quadratic,slinear,odd,none,True,370,1.1018563455,1.27955104419,1.30217688904
True,plus,plus,quadratic,slinear,odd,even,False,370,1.10553536612,1.28515793075,1.30664360468
True,plus,plus,quadratic,slinear,odd,even,True,370,1.10465875165,1.28296918579,1.3056005254
True,plus,plus,quadratic,slinear,odd,odd,False,370,1.10009129471,1.27863436062,1.29974090496
True,plus,plus,quadratic,slinear,odd,odd,True,370,1.09922234276,1.27646278499,1.29869835369
True,plus,plus,quadratic,quadratic,none,none,False,370,1.10268253964,1.28165125332,1.30314950146
True,plus,plus,quadratic,quadratic,none,none,True,370,1.10180639301,1.27946925042,1.30209939137
True,plus,plus,quadratic,quadratic,none,even,False,370,1.10491295347,1.28447048935,1.30589680705
True,plus,plus,quadratic,quadratic,none,even,True,370,1.10403525636,1.2822825021,1.30484804497
True,plus,plus,quadratic,quadratic,none,odd,False,370,1.10064610332,1.27922247039,1.30032988084
True,plus,plus,quadratic,quadratic,none,odd,True,370,1.0997758236,1.27705158527,1.2992839014
True,plus,plus,quadratic,quadratic,even,none,False,370,1.10268253964,1.28165125332,1.30314950146
True,plus,plus,quadratic,quadratic,even,none,True,370,1.10180639301,1.27946925042,1.30209939137
True,plus,plus,quadratic,quadratic,even,even,False,370,1.10491295347,1.28447048935,1.30589680705
True,plus,plus,quadratic,quadratic,even,even,True,370,1.10403525636,1.2822825021,1.30484804497
True,plus,plus,quadratic,quadratic,even,odd,False,370,1.10064610332,1.27922247039,1.30032988084
True,plus,plus,quadratic,quadratic,even,odd,True,370,1.0997758236,1.27705158527,1.2992839014
True,plus,plus,quadratic,quadratic,odd,none,False,370,1.10268253964,1.28165125332,1.30314950146
True,plus,plus,quadratic,quadratic,odd,none,True,370,1.10180639301,1.27946925042,1.30209939137
True,plus,plus,quadratic,quadratic,odd,even,False,370,1.10491295347,1.28447048935,1.30589680705
True,plus,plus,quadratic,quadratic,odd,even,True,370,1.10403525636,1.2822825021,1.30484804497
True,plus,plus,quadratic,quadratic,odd,odd,False,370,1.10064610332,1.27922247039,1.30032988084
True,plus,plus,quadratic,quadratic,odd,odd,True,370,1.0997758236,1.27705158527,1.2992839014
True,plus,plus,quadratic,cubic,none,none,False,370,1.10268862856,1.28164803955,1.30314417414
True,plus,plus,quadratic,cubic,none,none,True,370,1.10181198188,1.27946592284,1.30209430717
True,plus,plus,quadratic,cubic,none,even,False,370,1.10488356355,1.28444354543,1.30585904162
True,plus,plus,quadratic,cubic,none,even,True,370,1.10400575694,1.28225565247,1.30480981016
True,plus,plus,quadratic,cubic,none,odd,False,370,1.10070483528,1.27929732241,1.3003961812
True,plus,plus,quadratic,cubic,none,odd,True,370,1.0998346551,1.27712638755,1.2993495354
True,plus,plus,quadratic,cubic,even,none,False,370,1.10268862856,1.28164803955,1.30314417414
True,plus,plus,quadratic,cubic,even,none,True,370,1.10181198188,1.27946592284,1.30209430717
True,plus,plus,quadratic,cubic,even,even,False,370,1.10488356355,1.28444354543,1.30585904162
True,plus,plus,quadratic,cubic,even,even,True,370,1.10400575694,1.28225565247,1.30480981016
True,plus,plus,quadratic,cubic,even,odd,False,370,1.10070483528,1.27929732241,1.3003961812
True,plus,plus,quadratic,cubic,even,odd,True,370,1.0998346551,1.27712638755,1.2993495354
True,plus,plus,quadratic,cubic,odd,none,False,370,1.10268862856,1.28164803955,1.30314417414
True,plus,plus,quadratic,cubic,odd,none,True,370,1.10181198188,1.27946592284,1.30209430717
True,plus,plus,quadratic,cubic,odd,even,False,370,1.10488356355,1.28444354543,1.30585904162
True,plus,plus,quadratic,cubic,odd,even,True,370,1.10400575694,1.28225565247,1.30480981016
True,plus,plus,quadratic,cubic,odd,odd,False,370,1.10070483528,1.27929732241,1.3003961812
True,plus,plus,quadratic,cubic,odd,odd,True,370,1.0998346551,1.27712638755,1.2993495354
True,plus,plus,cubic,linear,none,none,False,370,1.10273113146,1.28173303025,1.30322706598
True,plus,plus,cubic,linear,none,none,True,370,1.1018563455,1.27955104419,1.30217688904
True,plus,plus,cubic,linear,none,even,False,370,1.10553536612,1.28515793075,1.30664360468
True,plus,plus,cubic,linear,none,even,True,370,1.10465875165,1.28296918579,1.3056005254
True,plus,plus,cubic,linear,none,odd,False,370,1.10009129471,1.27863436062,1.29974090496
True,plus,plus,cubic,linear,none,odd,True,370,1.09922234276,1.27646278499,1.29869835369
True,plus,plus,cubic,linear,even,none,False,370,1.10273113146,1.28173303025,1.30322706598
True,plus,plus,cubic,linear,even,none,True,370,1.1018563455,1.27955104419,1.30217688904
True,plus,plus,cubic,linear,even,even,False,370,1.10553536612,1.28515793075,1.30664360468
True,plus,plus,cubic,linear,even,even,True,370,1.10465875165,1.28296918579,1.3056005254
True,plus,plus,cubic,linear,even,odd,False,370,1.10009129471,1.27863436062,1.29974090496
True,plus,plus,cubic,linear,even,odd,True,370,1.09922234276,1.27646278499,1.29869835369
